"","species","citation","entry","lon","lat","comments","year","accepted_name"
"1687","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1932","Vaccaria parviflora [...] Bolkenhain: vielfach, meist in Gemengefeldern (Strauch); [...]",16.09789,50.92163,"Bolków, wielokrotnie","1932","Gypsophila vaccaria (L.) Sm."
"1688","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1932","Vaccaria parviflora [...] Landeshut: mehrfach (Strauch); [...]",16.03702,50.78187,"Kamienna Góra; wielokrotnie","1932","Gypsophila vaccaria (L.) Sm."
"1689","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1932","Vaccaria parviflora Hirschberg: Ob.-Schmiedeberg (Strauch); [...]",15.84992,50.77304,"Kowary, pow. karkonoski","1932","Gypsophila vaccaria (L.) Sm."
"1690","Vaccaria parviflora","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Vaccaria parviflora [...] Kanth: Landauer Chaussee (Schoepke)!",16.76214,51.02875,"Kąty Wrocławskie, droga w kierunku Kiljanów [Landau]","1933","Gypsophila vaccaria (L.) Sm."
"1691","Vaccaria parviflora","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Vaccaria parviflora Glogau: Skeyden (Vogel)!; [...]",15.94626,51.72316,"Skidniów, gm. Kotla, pow. głogowski","1933","Gypsophila vaccaria (L.) Sm."
"1692","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1934","Vaccaria parviflora [...] Silberberg: Flachsfeld bei Neudorf!",16.61543,50.56565,"Nowa Wieś Kłodzka, gm. Nowa Ruda, pow. kłodzki, pole lnu","1934","Gypsophila vaccaria (L.) Sm."
"1693","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1934","Vaccaria parviflora Breslau: Schuttplatz an der Berliner Chaussee, mit hellroten Blüten!; [...]",16.95184,51.13615,"Wrocław, wysypisko przy szosie berlińskiej, obecnie ul. Lotnicza, Kosmonautów","1934","Gypsophila vaccaria (L.) Sm."
"1694","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1935","Vaccaria parviflora [...] Fellhammer: Egmontschacht (Titz)![...]",16.2128,50.74758,"Boguszów-Gorce / Kuźnice Świdnickie; dawna kopalnia 'Egmont'","1935","Gypsophila vaccaria (L.) Sm."
"1695","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1935","Vaccaria parviflora [...] Strehlen: [...] Ruppersdorf!;[...]",17.16302,50.77817,"Wyszonowice, gm. Wiązów, pow. strzeliński","1935","Gypsophila vaccaria (L.) Sm."
"1696","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1935","Vaccaria parviflora [...] Strehlen: Schönbrunn, [...]",17.18909,50.7054,"Strużyna","1935","Gypsophila vaccaria (L.) Sm."
"1697","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1935","Vaccaria parviflora [...] Kanth: mehrfach (Schoepke)!;[...]",16.77783,51.02917,"Kąty Wrocławskie","1935","Gypsophila vaccaria (L.) Sm."
"1698","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1935","Vaccaria parviflora [...] Steinau a. d. O.: Ziegelei Ransen (Pfeiffer)!; [...]",16.39232,51.40155,"obecnie Cegielniany Las, między Ręszów a Ścinawa","1935","Gypsophila vaccaria (L.) Sm."
"1699","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1935","Vaccaria parviflora [...] Guhrau: Altguhrau (Weidlich)!; [...]",16.51782,51.65875,"Stara Góra","1935","Gypsophila vaccaria (L.) Sm."
"1700","Vaccaria parviflora","@schalowErgebnisseDurchforschungSchlesischen1935","Vaccaria parviflora [...] Jauer: vielfach in Gemengefeldern (Strauch)!; [...]",16.18515,51.07368,"na polach","1935","Gypsophila vaccaria (L.) Sm."
"1701","Gypsophila viscosa Murr.","@schalowErgebnisseDurchforschungSchlesischen1934","Gypsophila viscosa Murr. Breslau: Ackerraine bei Groß-Gohlau(Lau) !",16.8193,51.11092,"Gałów, gm. Miękinia, pola uprawne","1934","Gypsophila viscosa Murray"
"1702","Helenium autumnale L.","@schalowErgebnisseDurchforschungSchlesischen1934","Helenium autumnale L. Gleiwitz: Schuttstellen bei Richtersdorf (Czmok)!",18.62887,50.28637,"Wójtowa Wieś, Gliwice, wysypisko śmieci","1934","Helenium autumnale L."
"1703","Helianthemum chamaecistus","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","S. purpurea Wohlau: Mägdeberg bei Mondschütz (Petras)! [...] Der durch das Vorkommen von Scorzonera purpurea bemerkenswerte Mägdeberg ist eine freie und nicht allzu hohe Kuppe aus sandigem Lehm, die sich südöstlich von Mondschütz am Rande eines Höhenzuges erhebt. Leider ist ihre ganze Südhälfte bereits völlig abgetragen. Der restliche Teil wird von steppenartigen Heidewiesen bedeckt, die ein recht urwüchsiges Gepräge haben. Nur hin und wieder werden sie von vereinzelten Sträuchern (Berberis vulgaris, Rhamnus cathartica, Evonymus europaeus, Rosa scabriuscula und Rubus caesius) unterbrochen. Aus dem recht interessanten Pflanzenbestande sind besonders erwähnenswert: Anemone pratensis, Geranium sanguineum, Silene Otites, Seseli coloratum, Sedum reflexum, Chondrilla juncea, Helianthemum chamaecistus, Phleum Boehmeri, Veronica spicata, Helichrysum arenarium, Saxifraga tridactylites, Potentilla opaca u. a. Jedenfalls verdient diese Örtlichkeit besondere B eachtung. — Da ich in den nächsten Jahren alles zusammenstellen möchte, was in unserer Heimat an derartigen schützenswerten Pflanzenbeständen noch vorhanden ist, so bitte ich um gefällige Hinweise.",16.61765,51.30139,"[wzgórze] Dziewin, Mojęcice, gm. Wołów","1933","Helianthemum nummularium subsp. obscurum (Pers. ex Wahlenb.) Holub"
"1704","Helianthemum chamaecistus","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Peucedanum Cervaria Wohlau: Seifwiesen bei Kl.-Kreidel! [...] Die Seifwiesen bei Kl.-Kreidel gehören mit zu den interessantesten Gebieten unserer rechten Oderseite. [...] Die wenigen Sträucher: Rosa gallica , R. scabriuscula, Salix repens und Ju niperus communis werden zu meist durch die Sense niedergehalten. Als Hauptcharakterpflanze der Wiesen ist die Hirschwurz, Peucedanum Cervaria zu betrachten. Von Begleitpflanzen sind zu nennen: Primula officinalis, Campanula glomerata , Laserpicium prutenicum, Scorzonera humilis, Carex tomentosa, Viola hirta, Helianthemum chamaecistus, Potentilla alba, Iris sibirica, Crepis praemorsa, Orchis morio, Inula salicina u. a. Hin und wieder kommt es auch durch das Vorherrschen von Calluna vulgaris zur Ausbildung von echten Heidewiesen. An tieferen Stellen schließen sich allerhand Riedgräser zu dichten Beständen zusammen, die von Carex acutiformis, C. Goodenoughi, C. disticha , C. flava und C. Buxbaumi gebildet werden. Ihnen sind bei­gemischt: Eriophorum latifolium und E. angustifolium, Crepis paludosus, Orchis latifolia, Pedicularis silvatica u. a. Ganz ähnlich wie auf den Silsterwitzer Wiesen finden sich auch hier größere reine Schilfbestände. Auch Calamagrostis lanceolata ist mit unter tonangebend. Soviel zur Kennzeichnung der Kreideier Seifwiesen. Wo finden sich in Schlesien noch ähnliche Wiesenbestände? [...]",16.52907,51.30866,"Krzydlina Mała, gm. Wołów, łąki na płń-zachód od miejscowości","1933","Helianthemum nummularium subsp. obscurum (Pers. ex Wahlenb.) Holub"
"1705","Helianthus tuberosus","@schalowErgebnisseDurchforschungSchlesischen1932","Helianthus tuberosus Frankenstein: Bautze (Rauhut)!",16.74668,50.57698,"Budzyń, Tarnów, gm. Ząbkowice Śląskie","1932","Helianthus tuberosus L."
"1706","Helianthus tuberosus","@schalowErgebnisseDurchforschungSchlesischen1934","Helianthus tuberosus Lauban: Güterbahnhof (Buchs)!",15.29498,51.10889,"Lubań, dworzec towarowy","1934","Helianthus tuberosus L."
"1707","Helianthus tuberosus","@schalowErgebnisseDurchforschungSchlesischen1935","Helianthus tuberosus [...] Frankenstein: auf Schutt (Rauhut)!",16.81433,50.59396,"Ząbkowice Śląskie, na wysypisku","1935","Helianthus tuberosus L."
"1708","Helianthus tuberosus","@schalowErgebnisseDurchforschungSchlesischen1935","Helianthus tuberosus Landeshut: zwischen Krausendorf und Ober-Merzdorf (Strauch);",16.03459,50.82344,"pomiędzy Dębrznik a Marciszów Górny, pow. Kamienna Góra","1935","Helianthus tuberosus L."
"1709","Helichrysum arenarium","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","S. purpurea Wohlau: Mägdeberg bei Mondschütz (Petras)! [...] Der durch das Vorkommen von Scorzonera purpurea bemerkenswerte Mägdeberg ist eine freie und nicht allzu hohe Kuppe aus sandigem Lehm, die sich südöstlich von Mondschütz am Rande eines Höhenzuges erhebt. Leider ist ihre ganze Südhälfte bereits völlig abgetragen. Der restliche Teil wird von steppenartigen Heidewiesen bedeckt, die ein recht urwüchsiges Gepräge haben. Nur hin und wieder werden sie von vereinzelten Sträuchern (Berberis vulgaris, Rhamnus cathartica, Evonymus europaeus, Rosa scabriuscula und Rubus caesius) unterbrochen. Aus dem recht interessanten Pflanzenbestande sind besonders erwähnenswert: Anemone pratensis, Geranium sanguineum, Silene Otites, Seseli coloratum, Sedum reflexum, Chondrilla juncea, Helianthemum chamaecistus, Phleum Boehmeri, Veronica spicata, Helichrysum arenarium, Saxifraga tridactylites, Potentilla opaca u. a. Jedenfalls verdient diese Örtlichkeit besondere B eachtung. — Da ich in den nächsten Jahren alles zusammenstellen möchte, was in unserer Heimat an derartigen schützenswerten Pflanzenbeständen noch vorhanden ist, so bitte ich um gefällige Hinweise.",16.61765,51.30139,"[wzgórze] Dziewin, Mojęcice, gm. Wołów","1933","Helichrysum arenarium (L.) Moench"
"1710","Helichrysum arenarium","@schalowErgebnisseDurchforschungSchlesischen1934","Helichrysum arenarium Nimptsch: Groß-Jeseritz!",16.89589,50.84008,"Jezierzyce Wielkie, gm. Jordanów Śląski, pow. wrocławski","1934","Helichrysum arenarium (L.) Moench"
"1711","Helichrysum arenarium","@schalowErgebnisseDurchforschungSchlesischen1935","Helichrysum arenarium Jauer: gegen Moisdorf (Strauch)!",16.12659,51.03015,"Myślibórz, gm. Paszowice, pow. Jawor","1935","Helichrysum arenarium (L.) Moench"
"1712","Gnaphalium luteoalbum","@schalowErgebnisseDurchforschungSchlesischen1932","Gnaphalium luteoalbum Cosel: Nesselwitzer Waldrand (Schubert)!",18.03978,50.33617,"Pokrzywnica, gm. Reńska Wieś, pow. kędzierzyńsko-kozielski; skraj lasu","1932","Helichrysum luteoalbum (L.) Rchb."
"1713","Gnaphalium luteo-album","@schalowErgebnisseDurchforschungSchlesischen1935","Gnaphalium luteo-album Strehlen: Louisdorfer Wald, anscheinend mit Forstpflanzen eingeschleppt!",17.21929,50.73947,"Łojowice, gm. Wiązów, pow. Strzelin, las; ","1935","Helichrysum luteoalbum (L.) Rchb."
"1714","Helleborus viridis","@wimmerBerichtUberVerhandlungen1850","Standorte seltener schlesischer Pflanzen, von dem Pharmaceuten Bartsch in Glatz: [...] Omphalodes scorpioides und Helleborus viridis bei Möhnersdorf bei Freiburg; [...]",16.25951,50.88438,"Jaskulin, gm. Dobromierz","1850","Helleborus viridis L."
"1715","Picris echioides","@schalowErgebnisseDurchforschungSchlesischen1935","Picris echioides Wohlau: „Würbse“ bei Petranowitz (Juhnke)!",NA,NA,"'Würbse' k. Piotroniowice, gm. Wołów","1935","Helminthotheca echioides (L) Holub"
"1716","Heracleum Sphondylium","@schalowErgebnisseDurchforschungSchlesischen1934","Heracleum Sphondylium mit verkümmerten Blüten und vergrößerten Hüllchenblättern Neurode: Hausdorf (Kramarz)!",16.50938,50.63251,"Jugów, gm. Nowa Ruda, pow. kłodzki","1934","Heracleum sphondylium L."
"1717","Heracleum sphondylium","@schalowErgebnisseDurchforschungSchlesischen1935","Heracleum Sphondylium mit laubigen Hüllblättern Breslau: vor Rothsürben!",17.03903,50.98575,"[przed] Żórawina, gm. Żórawina, pow. wrocławski","1935","Heracleum sphondylium L."
"1718","Hesperis matronalis","@schalowErgebnisseDurchforschungSchlesischen1932","Hesperis matronalis [...] Neurode: Hausdorf (Kramarz)!",16.50938,50.63251,"Jugów, gm. Nowa Ruda, pow. kłodzki","1932","Hesperis matronalis L."
"1719","Hesperis matronalis","@schalowErgebnisseDurchforschungSchlesischen1932","Hesperis matronalis Lähn: [...] Wünschendorf (Buchs)!; [...]",15.62226,50.99685,"Radomice, gm. Wleń, pow. lwówecki","1932","Hesperis matronalis L."
"1720","Hesperis matronalis","@schalowErgebnisseDurchforschungSchlesischen1932","Hesperis matronalis Lähn: Hußdorf, [...]",15.6315,51.00625,"Klecza, gm. Wleń, pow. lwówecki","1932","Hesperis matronalis L."
"1721","Hesperis matronalis","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Hesperis matronalis Goldberg: Gröditzberg (Buchs)!",15.75933,51.17632,"[wzgórze] Grodziec, Grodziec, gm. Zagrodno, pow. złotoryjski","1933","Hesperis matronalis L."
"1722","Hesperis matronalis","@schalowErgebnisseDurchforschungSchlesischen1934","Hesperis matronalis [...] Frankenstein: Zadeler Wiesen (Rauhut)!",16.82662,50.57629,"Sadlno, Ząbkowice Śląskie, łąki","1934","Hesperis matronalis L."
"1723","Hesperis matronalis","@schalowErgebnisseDurchforschungSchlesischen1934","Hesperis matronalis [...] Greiffenberg: Ruine Greiffenstein (Buchs)!; [...]",15.42148,50.9925,"Góra Zamkowa, Proszkówka, gm. Gryfów Śląski","1934","Hesperis matronalis L."
"1724","Hesperis matronalis","@schalowErgebnisseDurchforschungSchlesischen1934","Hesperis matronalis Lähn: Lehnhausberg (Buchs)!; [...]",15.66318,51.01652,"Pałac Lenno, Wleń, wzgórze","1934","Hesperis matronalis L."
"1725","Hibiscus trionum","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Hibiscus Trionum Breslau: Schuttplatz vor Morgenau!",17.06966,51.09861,"Wrocław, Rakowiec, wysypisko śmieci","1933","Hibiscus trionum L."
"1726","Hibiscus Tríonum","@schalowErgebnisseDurchforschungSchlesischen1934","Hibiscus Tríonum Breslau: mehrfach auf Schutt! (Tannhäuser)!",17.02072,51.06883,"wysypisko śmieci, polana Kornera, Wrocław; (https://www.dworniczak.com/zieleniec-ze-wzgorzem-skornik-historyczna-polana-kornera/)","1934","Hibiscus trionum L."
"1727","Hieracium cernuiforme N. P.","@schalowErgebnisseDurchforschungSchlesischen1935","H. cernuiforme N. P. (= pratense < Pilosella = flagellare — Pilosella) Strehlen: Schönbrunn!",17.18909,50.7054,"Strużyna","1935","Hieracium cernuiforme N.P., 1885"
"1728","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum [...] Reichenstein: Molchkoppe!",16.8218,50.46998,"wzgórze bez nazwy obok wzg. Olchówka, Mąkolnica, gm. Złoty Stok","1935","Hieracium cymosum Willd., 1803"
"1729","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum Kamenz: Albrechtshof!;",16.85045,50.49707,"pojedyncze zabudowania we wsi Ożary, gm. Kamieniec Ząbkowicki","1935","Hieracium cymosum Willd., 1803"
"1730","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum [...] Strehlen: [...] Lorenzberg!;",17.23009,50.72928,"Wawrzyszów, gm. Wiązów, pow. Strzelin","1935","Hieracium cymosum Willd., 1803"
"1731","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum [...] Strehlen: [...] Hermsdorf,",17.22727,50.76206,"Kowalów, gm. Wiązów, pow. Strzelin","1935","Hieracium cymosum Willd., 1803"
"1732","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum [...] Strehlen: Louisdorf, [...]",17.21246,50.73748,"Łojowice, gm. Wiązów, pow. Strzelin","1935","Hieracium cymosum Willd., 1803"
"1733","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum [...] Neumarkt: gegen Schöneiche (Kotschy)!;",16.53697,51.16415,"Proszków, gm. Środa Śląska","1935","Hieracium cymosum Willd., 1803"
"1734","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum [...] Kanth: Stadtwiesen (Schoepke)!;",16.77793,51.03425,"Kąty Wrocławskie, łąki","1935","Hieracium cymosum Willd., 1803"
"1735","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum Brieg: [...] Bankau!;",17.29105,50.77394,"Bąków, gm. Grodków, pow. Brzeg","1935","Hieracium cymosum Willd., 1803"
"1736","Hieracium cymosum","@schalowErgebnisseDurchforschungSchlesischen1935","H. cymosum Brieg: gegen Schönau, [...]",17.54995,50.83567,"Kruszyna, gm. Skarbimierz","1935","Hieracium cymosum Willd., 1803"
"1737","Hieracium praecox Schultz-Bip.","@schalowErgebnisseDurchforschungSchlesischen1936","H. praecox Schultz-Bip. = pallidum — murorum [...] Schönau: Tiefhartmannsdorf (Kr.).",15.85151,50.95604,"Podgórki, gm. Świerzawa, pow. złotoryjski","1936","Hieracium glaucinum subsp. glaucinum Jord."
"1738","Hieracium praecox Schultz-Bip.","@schalowErgebnisseDurchforschungSchlesischen1936","H. praecox Schultz-Bip. = pallidum — murorum Riesengebirge: [...] Melzergrund (Kr.); [...]",15.73414,50.74092,"Kocioł Łomniczki, Karpacz","1936","Hieracium glaucinum subsp. glaucinum Jord."
"1739","Hieracium praecox Schultz-Bip.","@schalowErgebnisseDurchforschungSchlesischen1936","H. praecox Schultz-Bip. = pallidum — murorum Riesengebirge: [...] Große Schneegrube, [...]",15.5597,50.77781,"Wielki Śnieżny Kocioł","1936","Hieracium glaucinum subsp. glaucinum Jord."
"1740","Hieracium praecox Schultz-Bip.","@schalowErgebnisseDurchforschungSchlesischen1936","H. praecox Schultz-Bip. = pallidum — murorum Riesengebirge: Teufelsgärtchen (Behr), [...]",15.720432,50.727793,"https://cs.wikipedia.org/wiki/%C4%8Certova_zahr%C3%A1dka","1936","Hieracium glaucinum subsp. glaucinum Jord."
"1741","Hieracium Wiesbaurianum Uechtr.","@schalowErgebnisseDurchforschungSchlesischen1936","H. Wiesbaurianum Uechtr. = pallidum — bifidum Riesengebirge, [...] Kesselgruben (Kr.).",15.53652,50.75309,"Kotelní jámy, Czechy","1936","Hieracium hypochoeroides subsp. wiesbaurianum (R.Uechtr.) Greuter"
"1742","Hieracium Wiesbaurianum Uechtr.","@schalowErgebnisseDurchforschungSchlesischen1936","H. Wiesbaurianum Uechtr. = pallidum — bifidum Riesengebirge, Kesselkoppe, [...]",15.52969,50.7523,"Kotel, Czechy","1936","Hieracium hypochoeroides subsp. wiesbaurianum (R.Uechtr.) Greuter"
"1743","Hieracium levigatum","@schalowErgebnisseDurchforschungSchlesischen1936","H. levigatum mit z. T. quirligen Blättern Strehlen: Louisdorfer Wald!",17.22109,50.74016,"Łojowice, gm. Wiązów, pow. Strzelin, las","1936","Hieracium laevigatum Willd."
"1744","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii [...] Gesenke: Großer Kessel (Kr.).",17.23064,50.0804,"Wielki Kocioł, Morawy; (https://www.jstor.org/stable/43792698?seq=1)","1936","Hieracium levicaule Jord."
"1745","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Kleine Schneegrube (Kr.);  [...]",15.55645,50.78167,"Mały Śnieżny Kocioł, Piechowice, pow. karkonoski","1936","Hieracium levicaule Jord."
"1746","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Kesselkoppe, [...]",15.52969,50.7523,"Kotel, Czechy","1936","Hieracium levicaule Jord."
"1747","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Langer Grund (Dr. Schack), [...]",15.6597,50.7217,"Dlouhý důl, https://cs.wikipedia.org/wiki/Dlouh%C3%BD_d%C5%AFl","1936","Hieracium levicaule Jord."
"1748","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Bergschmiede, [...]",15.72617,50.72085,"Bouda pod Sněžkou, schronisko","1936","Hieracium levicaule Jord."
"1749","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Schlingelbaude, [...]",15.70473,50.76503,"ruiny schroniska im. Bronka Czecha, Karpacz","1936","Hieracium levicaule Jord."
"1750","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Kleiner Teich [...]",15.7022,50.74861,"Mały Staw","1936","Hieracium levicaule Jord."
"1751","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Melzergrund, [...]",15.73414,50.74092,"Kocioł Łomniczki, Karpacz","1936","Hieracium levicaule Jord."
"1752","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: [...] Kirche Wang, [...]",15.72353,50.77726,"kościół Wang, Karpacz","1936","Hieracium levicaule Jord."
"1753","Hieracium levicaule Jord.","@schalowErgebnisseDurchforschungSchlesischen1936","H. levicaule Jord. = Lachenalii> bifidum und caesium — Lachenalii Riesengebirge: Pantschewiese (Behr), [...]",15.53394,50.76489,"Pančavská louka","1936","Hieracium levicaule Jord."
"1754","Hieracium liptoviense Borb.","@schalowErgebnisseDurchforschungSchlesischen1936","H. liptoviense Borb. = atratum — Lachenalii [...] Bielengebirge: Joachim-Albrechtstraße, hier in einer neuen Form, ssp. Schalowii Zahn!",16.93934,50.26235,"Góry Bialskie, przy drodze Bialska Pętla","1936","Hieracium liptoviense Borbás"
"1755","Hieracium liptoviense ssp. Schalowii Zahn","@schalowErgebnisseDurchforschungSchlesischen1936","H. liptoviense Borb. = atratum — Lachenalii [...] Bielengebirge: Joachim-Albrechtstraße, hier in einer neuen Form, ssp. Schalowii Zahn!",16.93934,50.26235,"Góry Bialskie, przy drodze Bialska Pętla","1936","Hieracium liptoviense Borbás"
"1756","Hieracium liptoviense Borb.","@schalowErgebnisseDurchforschungSchlesischen1936","H. liptoviense Borb. = atratum — Lachenalii Riesengebirge, unweit der [...] Hampelbaude (Dr. Schack); [...]",15.7087,50.75057,"schronisko Strzecha Akademicka, Karpacz","1936","Hieracium liptoviense Borbás"
"1757","Hieracium liptoviense Borb.","@schalowErgebnisseDurchforschungSchlesischen1936","H. liptoviense Borb. = atratum — Lachenalii Riesengebirge, unweit der Schlingel- und [...]baude (Dr. Schack); [...]",15.70473,50.76503,"ruiny schroniska im. Bronka Czecha, Karpacz","1936","Hieracium liptoviense Borbás"
"1758","Hieracium onosmoides Fr.","@schalowErgebnisseDurchforschungSchlesischen1936","H. onosmoides Fr. = pallidum f>Lachenalii Riesengebirge: Kleine Schneegrube (Behr).",15.55645,50.78167,"Mały Śnieżny Kocioł, Piechowice, pow. karkonoski","1936","Hieracium onosmoides Fr."
"1759","Hieracium saxifragum Fr.","@schalowErgebnisseDurchforschungSchlesischen1936","H. saxifragum Fr. = pallidum — Lachenalii Riesengebirge: [...] Schneekoppe (Kr.).",15.73908,50.73818,"Śnieżka","1936","Hieracium saxifragum Fr."
"1760","Hieracium saxifragum Fr.","@schalowErgebnisseDurchforschungSchlesischen1936","H. saxifragum Fr. = pallidum — Lachenalii Riesengebirge: [...] Kiesberg, [...]",15.74087,50.7335,"południowe zbocze Śnieżki","1936","Hieracium saxifragum Fr."
"1761","Hieracium saxifragum Fr.","@schalowErgebnisseDurchforschungSchlesischen1936","H. saxifragum Fr. = pallidum — Lachenalii Riesengebirge: [...] Kesselkoppe, [...]",15.52969,50.7523,"Kotel, Czechy","1936","Hieracium saxifragum Fr."
"1762","Hieracium saxifragum Fr.","@schalowErgebnisseDurchforschungSchlesischen1936","H. saxifragum Fr. = pallidum — Lachenalii Riesengebirge: Melzergrund (Behr), [...] ",15.73414,50.74092,"Kocioł Łomniczki, Karpacz","1936","Hieracium saxifragum Fr."
"1763","Hieracium stoloniflorum-collinum","@wimmerBerichtUberVerhandlungen1850","Standörter seltnerer Pflanzen Schlesiens vom Musik-Direktor Siegert: [...] H. stoloniflorum-collinum bei [...] Seifersdorf;",NA,NA,"which Seifersdorf? There were 7 in Schlesien (https://s.meyersgaz.org/search?search=Seifersdorf)","1850","Hieracium stoloniflorum-collinum"
"1764","Hieracium stoloniflorum-collinum","@wimmerBerichtUberVerhandlungen1850","Standörter seltnerer Pflanzen Schlesiens vom Musik-Direktor Siegert: [...] H. stoloniflorum-collinum bei Kanth [...]",16.77783,51.02917,"Kąty Wrocławskie","1850","Hieracium stoloniflorum-collinum"
"1765","Hieracium tephrosoma (N. P.) Zahn","@schalowErgebnisseDurchforschungSchlesischen1936","H. tephrosoma (N. P.) Zahn = alpinum — bifidum — Lachenalii Riesengebirge: [...] Langer Grund (Dr.Schack).",15.6597,50.7217,"Dlouhý důl, https://cs.wikipedia.org/wiki/Dlouh%C3%BD_d%C5%AFl","1936","Hieracium tephrosoma (Nägeli & Peter) Zahn"
"1766","Hieracium tephrosoma (N. P.) Zahn","@schalowErgebnisseDurchforschungSchlesischen1936","H. tephrosoma (N. P.) Zahn = alpinum — bifidum — Lachenalii Riesengebirge: [...] Bergschmiede, [...] ",15.72617,50.72085,"Bouda pod Sněžkou, schronisko","1936","Hieracium tephrosoma (Nägeli & Peter) Zahn"
"1767","Hieracium tephrosoma (N. P.) Zahn","@schalowErgebnisseDurchforschungSchlesischen1936","H. tephrosoma (N. P.) Zahn = alpinum — bifidum — Lachenalii Riesengebirge: Kleiner Teich, [...]",15.7022,50.74861,"Mały Staw","1936","Hieracium tephrosoma (Nägeli & Peter) Zahn"
"1768","Holosteum umbellatum","@schalowErgebnisseDurchforschungSchlesischen1934","Holosteum umbellatum Goldberg: Probsthainer Spitzberg, bei 500 m (Buchs)!",15.76367,51.05611,"[wzgórze] Ostrzyca Proboszczowicka, Proboszczów, gm. Pielgrzymka, pow. złotoryjski","1934","Holosteum umbellatum L."
"1769","Holosteum umbellatum f. heuffeli","@schalowErgebnisseDurchforschungSchlesischen1935","Holosteum umbellatum f. Heuffeli Neumarkt: Bruch (Kotschy)!",16.66781,51.18872,"Przedmoście, gm. Środa Śląska, pow. średzki","1935","Holosteum umbellatum L."
"1770","Homogyne alpina","@schalowErgebnisseDurchforschungSchlesischen1932","Homogyne alpina Liebenthal: Stadtwald (O. u. E. Behr)",15.5098,51.00327,"Lubomierz, Las Lubomierski","1932","Homogyne alpina (L.) Cass."
"1771","Homogyne alpina","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Homogyne alpina Hirschberg: Rothenzechau (Strauch)",15.90909,50.79649,"Czarnów, gm. Kamienna Góra","1933","Homogyne alpina (L.) Cass."
"1772","Hordeum europaeum","@schalowErgebnisseDurchforschungSchlesischen1932","Hordeum europaeum Bolkenhain: Sattelwald bei Alt-Reichenau (Strauch).",16.16527,50.8132,"Stare Bogaczowice, gm. Stare Bogaczowice, pow. wałbrzyski; las przy wzgórzu Trójgarb","1932","Hordelymus europaeus (L.) Jess. ex Harz"
